Model	Item	Part No.	Alternate No.	Part Description (TCLNA)	Price
12PH32	47	810701160		caster, set of four	$3.92
12PH32	52	810900467		Power cord	$33.50
12PH32	55	8120120025A		Exhaust Hose	$9.00
12PH32	56	810701628A		Hose inlet	$4.00
12PH32	57	1075110004AA	41214-001071	Window slider kit, oval	$15.08
12PH32	*	810700240A		No-hole window slider, single	$8.00
12PH32		FPKW5-6K		Filler Panel Kit White 5-6K	$6.00
14P31		210703297	41214-001058	Gasket	$2.00
14P31		810900225		Capacitor of compressor	$17.01
14P31		810701160		caster, set of four	$3.92
14P31		810700228		Centrifugal fan	$10.00
14P31		810701052B		Drain Hose Cap 	$0.85
14P31		8120120025A		Exhaust Hose	$9.00
14P31		810900137C		Fan motor	$67.98
14P31		1170100044		Fan motor capacitor	$5.68
14P31		810700503B		Filter	$13.44
14P31		810700502H		Grill of evaporator(with filter)	$16.88
14P31		810700209A		Hose inlet, 5"	$3.60
14P31		810900614A		Remote controller UYKQ-90	$9.81
14P31		810900467		Power cord	$33.50
14P31		810700027		Stopper	$1.54
14P31		1175032007		Sensor resistance	$8.04
14P31		1175032001B		Step motor	$21.60
14P31		210703134		Tether	$2.75
14P31		1075110004AA		Window slider kit, oval	$15.08
14P31		GSK5-6K		Window Foam Insulation Strips	$4.00
14PH31		210703297	41214-001058	Gasket	$2.00
14PH31		810900225		Capacitor of compressor	$17.01
14PH31		810701160		caster, set of four	$3.92
14PH31		810700228		Centrifugal fan	$10.00
14PH31		810701052B		Drain Hose Cap 	$0.85
14PH31		8120120025A		Exhaust Hose	$9.00
14PH31		810900137C		Fan motor	$67.98
14PH31		1170100044		Fan motor capacitor	$5.68
14PH31		810700503B		Filter	$13.44
14PH31		810700502H		Grill of evaporator(with filter)	$16.88
14PH31		810700209A		Hose inlet, 5"	$3.60
14PH31		810900614A		Remote controller UYKQ-90	$9.81
14PH31		810900467		Power cord	$33.50
14PH31		810700027		Stopper	$1.54
14PH31		1175032007		Sensor resistance	$8.04
14PH31		1175032001B		Step motor	$21.60
14PH31		210703134		Tether	$2.75
14PH31		1075110004AA		Window slider kit, oval	$15.08
14PH31		GSK5-6K		Window Foam Insulation Strips	$4.00
14PH91	7	1175032001B		Step motor	$21.60
14PH91	10	810900559A		Display board	$34.28
14PH91	33	1175032007		Sensor resistance	$8.04
14PH91	38	810900458H		WiFi module	$16.42
14PH91	50	810701898B		Cover of stopper	$0.32
14PH91	51	810701900		Stopper	$2.00
14PH91	52	810701996		Filter of condenser	$8.00
14PH91	53	810701994		Grid of condenser	$11.28
14PH91	55	810701299A		Drain Cap	$1.30
14PH91	57	814101769		Grid of evaporator	$21.60
14PH91	58	810900093		Power cord	$37.74
14PH91	59	810700928		Drain Tube	$6.30
14PH91	60	810900614A		Remote controller UYKQ-90	$9.81
14PH91	62	1075032001A		Exhaust Hose	$9.00
14PH91	63	810701090		Hose outlet	$4.86
14PH91	64	810701997		Hose inlet	$5.82
14PH91	65	810700746A		Window slider	$17.40
14PH91	(49-1)	810701160		caster, set of four	$3.92
14PH91	*	810701637		No-hole window slider, 2 piece	$15.00
14PH91		GSK5-6K		Window Foam Insulation Strips	$4.00
14PH91-B	7	1175032001B		Step motor	$21.60
14PH91-B	10	810900559A		Display board	$34.28
14PH91-B	33	1175032007		Sensor resistance	$8.04
14PH91-B	38	810900458H		WiFi module	$16.42
14PH91-B	50	810701898		Cover of stopper	$0.50
14PH91-B	51	810701900		Stopper	$2.00
14PH91-B	52	810701996A		Filter of condenser	$10.00
14PH91-B	53	810701994A		Grid of condenser	$5.00
14PH91-B	55	810701299C		Drain Cap	$1.30
14PH91-B	57	814101769A		Filter and Grid	$5.00
14PH91-B	58	810900093B		Power cord	$37.74
14PH91-B	59	810700928		Drain Tube	$6.30
14PH91-B	60	810900604A		Remote controller	$9.81
14PH91-B	62	1075032001B		Exhaust Hose	$9.00
14PH91-B	63	810701090A		Hose outlet	$4.74
14PH91-B	64	810701997C		Hose inlet, black	$5.82
14PH91-B	65	810700746B		Window slider	$17.40
14PH91-B	(49-1)	810701160		caster, set of four	$3.92
14PH91-B	*	810700747B		No-hole window slider, 2 piece	$15.00
14PH91-B		GSK5-6K		Window Foam Insulation Strips	$4.00
5P93C	11	810900614A		Remote controller UYKQ-90	$9.81
5P93C	33	810900458		Wi-Fi module	$14.08
5P93C	35	810900443B	/	Power cord	$34.36
5P93C	47	810701900		Stopper	$2.00
5P93C	48	810701160	/	caster	$3.92
5P93C	51	810701456	/	Filter of evaporator	$12.96
5P93C	52	810701299A		Drain Cap	$1.30
5P93C	54	1175032007	92007-005463	Sensor resistance	$8.04
5P93C	57	810701457	/	Hose inlet	$4.86
5P93C	58	810701090	/	Hose outlet	$4.86
5P93C	59	810700746A	/	Window slider	$17.40
5P93C	60	810701558	/	Exhaust Hose	$9.00
5P93C	*	810700928	/	Drain Tube	$6.30
5P93C	*	810701637	/	No-hole window slider	$15.00
6P91C	18	1170100044	/	Fan motor capacitor	$5.68
6P91C	23	1175032007	92007-005463	Sensor resistance	$8.04
6P91C	42	810701160	/	caster	$3.92
6P91C	44	810700027		Stopper	$1.54
6P91C	50	810700491	/	Filter of evaporator	$5.36
6P91C	51	810700490C	/	Grill of evaporator	$13.52
6P91C	53	214106113B		Drain cap	$0.35
6P91C	55	210703134	/	Fixer of drainage cover	$2.75
6P91C	56	1075032001A		Exhaust Hose	$9.00
6P91C	57	810701089	/	Hose inlet	$3.60
6P91C	58	1075110004AA	41214-001071	Window slider kit, oval	$15.08
6P91C	59	810701090	/	Hose outlet	$4.86
6P91C	61	810900614A		Remote controller UYKQ-90	$9.81
6P91C	62	810900443B	/	Power cord	$34.36
6P91C	*	810700928	/	Drain Tube	$6.30
6P91C	*	8070090001A	/	No-hole window slider	$10.00
6P91C	*	810900458		WiFi module	$14.08
8P33		810701160		caster, set of four	$3.92
8P33		810701299A		Drain Hose Cap	$1.30
8P33		810701558		Exhaust Hose	$9.00
8P33		810701456		Filter of evaporator	$12.96
8P33		810701457		Hose inlet, 6"	$4.86
8P33		810701090		Hose outlet, oval	$4.86
8P33		810900614A		Remote controller UYKQ-90	$9.81
8P33		810900443B		Power cord	$34.36
8P33		810700027		Stopper	$1.54
8P33		1175032007		Sensor resistance	$8.04
8P33		810700746A		Window slider, oval	$17.40
8P33		GSK5-6K		Window Foam Insulation Strips	$4.00
8P91C	15	1170100044	/	Fan motor capacitor 4μF	$5.68
8P91C	18	810900614A		Remote controller UYKQ-90	$9.81
8P91C	23	810700228	/	Centrifugal fan	$10.00
8P91C	31	1175032007	92007-005463	Sensor resistance	$8.04
8P91C	35	810700502H	/	Evaporator grill subassembly	$16.88
8P91C	36	810701052B		Drain cap	$0.85
8P91C	38	810900137C	/	Fan motor of condensor	$67.98
8P91C	45	810700027		Stopper	$1.54
8P91C	47	810701160	/	caster subassembly	$3.92
8P91C	52	810900467	/	Power cord	$33.50
8P91C	53	810700928	/	Drain Tube	$6.30
8P91C	54	810701090	/	Hose outlet	$4.86
8P91C	55	1075032001A		Exhaust Hose	$9.00
8P91C	57	1075110004AA	41214-001071	Window slider kit, oval	$15.08
8P91C	*	8070090001A	/	No-hole window slider	$10.00
8P91C	*	810900458		WiFi module	$14.08
TPC-08C/HA	6	1175032001B		Step motor	$21.60
TPC-08C/HA	9	810900379		Display board	$41.80
TPC-08C/HA	12	8090950003B		Receiver board	$14.88
TPC-08C/HA	18	1170100044		Fan motor capacitor	$5.68
TPC-08C/HA	23	1175032007		Sensor resistance	$8.04
TPC-08C/HA	45	8070032005		caster, single	$3.24
TPC-08C/HA	47	810700027		Lower drain plug	$1.54
TPC-08C/HA	53	810700491		Filter	$5.36
TPC-08C/HA	56	214106113A		Drain Hose Cap	$0.40
TPC-08C/HA	57	210703297	41214-001058	Gasket of Cap	$2.00
TPC-08C/HA	58	210703134		Drain Cap Tether	$2.75
TPC-08C/HA	59	8120120025A		Exhaust Hose	$9.00
TPC-08C/HA	60	810700396		Hose inlet, 5"	$4.26
TPC-08C/HA	61	810700693		Window slider,  Circle 5"	$14.54
TPC-08C/HA	62	810700345A		Hose outlet, 5"	$4.75
TPC-08C/HA	64	810900417B		Remote controller	$12.87
TPC-08C/HA		1075110004AA		Window slider kit, oval	$15.08
TPC-08C/KA	6	1175032001B		Step motor	$21.60
TPC-08C/KA	9	810900379		Display board	$41.80
TPC-08C/KA	12	8090950003B		Receiver board	$14.88
TPC-08C/KA	18	1170100044		Fan motor capacitor	$5.68
TPC-08C/KA	23	1175032007		Sensor resistance	$8.04
TPC-08C/KA	45	8070032005		caster, single	$3.24
TPC-08C/KA	47	810700027		Lower drain plug	$1.54
TPC-08C/KA	53	810700491		Filter	$5.36
TPC-08C/KA	56	214106113A		Drain Hose Cap	$0.40
TPC-08C/KA	57	210703297	41214-001058	Gasket of Cap	$2.00
TPC-08C/KA	58	210703134		Drain Cap Tether	$2.75
TPC-08C/KA	59	8120120025A		Exhaust Hose	$9.00
TPC-08C/KA	60	810700396		Hose inlet, 5"	$4.26
TPC-08C/KA	61	810700693		Window slider,  Circle 5"	$14.54
TPC-08C/KA	62	810700345A		Hose outlet, 5"	$4.75
TPC-08C/KA	64	810900417B		Remote controller	$12.87
TPC-10C/HA		210703297	41214-001058	Gasket of Cap	$2.00
TPC-10C/HA		8070032005		caster, single	$3.24
TPC-10C/HA		810900379		Display board	$41.80
TPC-10C/HA		210703134		Drain Cap Tether	$2.75
TPC-10C/HA		214106113A		Drain Hose Cap	$0.40
TPC-10C/HA		8120120025A		Exhaust Hose	$9.00
TPC-10C/HA		1170100044		Fan motor capacitor	$5.68
TPC-10C/HA		810700491		Filter	$5.36
TPC-10C/HA		810700396		Hose inlet, 5"	$4.26
TPC-10C/HA		810700345A		Hose outlet, 5"	$4.75
TPC-10C/HA		810700027		Lower drain plug	$1.54
TPC-10C/HA		8090950003B		Receiver board	$14.88
TPC-10C/HA		810900417B		Remote controller	$12.87
TPC-10C/HA		1175032007		Sensor resistance	$8.04
TPC-10C/HA		1175032001B		Step motor	$21.60
TPC-10C/HA		1075110004AA		Window slider kit, oval	$15.08
TPC-10C/HA		810700693		Window slider,  Circle 5"	$14.54
TPC-10C/KA		210703297	41214-001058	Gasket of Cap	$2.00
TPC-10C/KA		8070032005		caster, single	$3.24
TPC-10C/KA		810900379		Display board	$41.80
TPC-10C/KA		210703134		Drain Cap Tether	$2.75
TPC-10C/KA		214106113A		Drain Hose Cap	$0.40
TPC-10C/KA		8120120025A		Exhaust Hose	$9.00
TPC-10C/KA		1170100044		Fan motor capacitor	$5.68
TPC-10C/KA		810700491		Filter	$5.36
TPC-10C/KA		810700396		Hose inlet, 5"	$4.26
TPC-10C/KA		810700345A		Hose outlet, 5"	$4.75
TPC-10C/KA		810700027		Lower drain plug	$1.54
TPC-10C/KA		8090950003B		Receiver board	$14.88
TPC-10C/KA		810900417B		Remote controller	$12.87
TPC-10C/KA		1175032007		Sensor resistance	$8.04
TPC-10C/KA		1175032001B		Step motor	$21.60
TPC-10C/KA		1075110004AA		Window slider kit, oval	$15.08
TPC-10C/KA		810700693		Window slider,  Circle 5"	$14.54
TPC-12C/HA		210703297	41214-001058	Gasket of Cap	$2.00
TPC-12C/HA		810701160		caster, set of four	$3.92
TPC-12C/HA		810900379		Display board	$41.80
TPC-12C/HA		210703134		Drain Cap Tether	$2.75
TPC-12C/HA		810701052B		Drain Hose Cap	$0.85
TPC-12C/HA		1075032001A		Exhaust Hose	$9.00
TPC-12C/HA		1170100044		Fan motor capacitor	$5.68
TPC-12C/HA		810700491		Filter	$5.36
TPC-12C/HA		810701089		Hose inlet	$3.60
TPC-12C/HA		810701090		Hose outlet, oval	$4.86
TPC-12C/HA		810700027		Lower drain plug	$1.54
TPC-12C/HA		8090950003B		Receiver board	$14.88
TPC-12C/HA		810900417B		Remote controller	$12.87
TPC-12C/HA		1175032007		Sensor resistance	$8.04
TPC-12C/HA		1175032001B		Step motor	$21.60
TPC-12C/HA		1075110004AA		Window slider kit, oval	$15.08
TPC-12C/HA		810700693		Window slider,  Circle 5"	$14.54
TPC-12C/KA		210703297	41214-001058	Gasket of Cap	$2.00
TPC-12C/KA		8070032005		caster, single	$3.24
TPC-12C/KA		810700228		Centrifugal fan	$10.00
TPC-12C/KA		810900379		Display board	$41.80
TPC-12C/KA		210703134		Drain Cap Tether	$2.75
TPC-12C/KA		214106113B		Drain Hose Cap	$0.35
TPC-12C/KA		8120120025A		Exhaust Hose, Circle	$9.00
TPC-12C/KA		1170100044		Fan motor capacitor	$5.68
TPC-12C/KA		810700503B		Filter	$13.44
TPC-12C/KA		810700209A		Hose inlet, 5" Cirlce	$3.60
TPC-12C/KA		810700345A		Hose outlet, 5" Cirlce	$4.75
TPC-12C/KA		810900093		Power cord	$37.74
TPC-12C/KA		8090950003B		Receiver board	$14.88
TPC-12C/KA		810900417B		Remote controller	$12.87
TPC-12C/KA		1175032007		Sensor resistance	$8.04
TPC-12C/KA		8170070001A		Splash motor	$46.52
TPC-12C/KA		1175032001B		Step motor	$21.60
TPC-12C/KA		810700027		Stopper	$1.54
TPC-12C/KA		1075110004AA		Window slider kit, oval	$15.08
TPC-12C/KA		810700693		Window slider,  Circle 5"	$14.54
TPC-12C/KAB		8070032005		caster, single	$3.24
TPC-12C/KAB		810700228		Centrifugal fan	$10.00
TPC-12C/KAB		810900379		Display board	$41.80
TPC-12C/KAB		210703134		Drain Cap Tether	$2.75
TPC-12C/KAB		214106113D		Drain Hose Cap	$1.00
TPC-12C/KAB		8120120025A		Exhaust Hose	$9.00
TPC-12C/KAB		1170100044		Fan motor capacitor	$5.68
TPC-12C/KAB		810700503A		Filter	$19.44
TPC-12C/KAB		210703297		Gasket of Cap	$2.00
TPC-12C/KAB		810700209A		Hose inlet, 5"	$3.60
TPC-12C/KAB		810700345A		Hose outlet, 5"	$4.75
TPC-12C/KAB		810700027		Lower drain plug	$1.54
TPC-12C/KAB		810900093		Power cord	$37.74
TPC-12C/KAB		8090950003B		Receiver board	$14.88
TPC-12C/KAB		810900604A		Remote controller	$9.81
TPC-12C/KAB		1175032007		Sensor resistance	$8.04
TPC-12C/KAB		8170070001A		Splash motor	$46.52
TPC-12C/KAB		1175032001B		Step motor	$21.60
TPC-12C/KAB		1075110004AA		Window slider kit, oval	$15.08
TPC-12C/KAB		810700693		Window slider,  Circle 5"	$14.54
TPC-14C/KA		810900225		Capacitor of compressor	$17.01
TPC-14C/KA		8070032005		caster, single	$3.24
TPC-14C/KA		810700228		Centrifugal fan	$10.00
TPC-14C/KA		810900379		Display board	$41.80
TPC-14C/KA		210703134		Drain Cap Tether	$2.75
TPC-14C/KA		214106113B		Drain Hose Cap	$0.35
TPC-14C/KA		8120120025A		Exhaust Hose	$9.00
TPC-14C/KA		810900137C		Fan motor	$67.98
TPC-14C/KA		1170100044		Fan motor capacitor	$5.68
TPC-14C/KA		810700503B		Filter	$13.44
TPC-14C/KA		210703297		Gasket of Cap	$2.00
TPC-14C/KA		810700209A		Hose inlet, 5"	$3.60
TPC-14C/KA		810700345A		Hose outlet, Circle 5"	$4.75
TPC-14C/KA		810700045AA		Hose outlet, oval	$5.70
TPC-14C/KA		810900093		Power cord	$37.74
TPC-14C/KA		8090950003B		Receiver board	$14.88
TPC-14C/KA		810900417B		Remote controller	$12.87
TPC-14C/KA		1175032007		Sensor resistance	$8.04
TPC-14C/KA		8170070001A		Splash motor	$46.52
TPC-14C/KA		1175032001B		Step motor	$21.60
TPC-14C/KA		810700027		Stopper	$1.54
TPC-14C/KA		1075110004AA		Window slider kit, oval	$15.08
TPC-14C/KA		810700693		Window slider,  Circle 5"	$14.54
TPC-14C/KAB		810900225		Capacitor of compressor	$17.01
TPC-14C/KAB		810701160		caster, set of four	$3.92
TPC-14C/KAB		810700228		Centrifugal fan	$10.00
TPC-14C/KAB		210703134		Drain Cap Tether	$2.75
TPC-14C/KAB		214106113D		Drain Hose Cap	$1.00
TPC-14C/KAB		8120120025A		Exhaust Hose	$9.00
TPC-14C/KAB		810700503A		Filter	$19.44
TPC-14C/KAB		210703297		Gasket of Cap	$2.00
TPC-14C/KAB		810700209A		Hose inlet, 5"	$3.60
TPC-14C/KAB		810700045AA		Hose outlet, oval 5"	$5.70
TPC-14C/KAB		810700027		Lower drain plug	$1.54
TPC-14C/KAB		810900467		Power cord	$33.50
TPC-14C/KAB		8090950003B		Receiver board	$14.88
TPC-14C/KAB		810900604A		Remote controller	$9.81
TPC-14C/KAB		1175032007		Sensor resistance	$8.04
TPC-14C/KAB		1175032001B		Step motor	$21.60
TPC-14C/KAB		1075110004AA		Window slider kit, oval	$15.08
TPC-14E/KA	22	810700027		Lower drain plug	$1.54
TPC-14E/KA		810900225		Capacitor of compressor	$17.01
TPC-14E/KA		810701160		caster, set of four	$3.92
TPC-14E/KA		810700228		Centrifugal fan	$10.00
TPC-14E/KA		210703134		Drain Cap Tether	$2.75
TPC-14E/KA		214106113B		Drain Hose Cap	$0.35
TPC-14E/KA		8120120025A		Exhaust Hose	$9.00
TPC-14E/KA		810700503B		Filter	$13.44
TPC-14E/KA		210703297		Gasket of Cap	$2.00
TPC-14E/KA		810700502H		Grill of evaporator	$16.88
TPC-14E/KA		810700209A		Hose inlet, 5"	$3.60
TPC-14E/KA		810700045AA		Hose outlet, oval 5"	$5.70
TPC-14E/KA		810900467		Power cord	$33.50
TPC-14E/KA		8090950003B		Receiver board	$14.88
TPC-14E/KA		810900614A		Remote controller UYKQ-90	$9.81
TPC-14E/KA		1175032007		Sensor resistance	$8.04
TPC-14E/KA		1175032001B		Step motor	$21.60
TPC-14E/KA		1075110004AA		Window slider kit, oval	$15.08
TPC-14E/KAB		810900225		Capacitor of compressor	$17.01
TPC-14E/KAB		810701160		caster, set of four	$3.92
TPC-14E/KAB		810700228		Centrifugal fan	$10.00
TPC-14E/KAB		210703134		Drain Cap Tether	$2.75
TPC-14E/KAB		214106113D		Drain Hose Cap	$1.00
TPC-14E/KAB		8120120025A		Exhaust Hose	$9.00
TPC-14E/KAB		810700503A		Filter	$19.44
TPC-14E/KAB		210703297		Gasket of Cap	$2.00
TPC-14E/KAB		810700209A		Hose inlet, 5"	$3.60
TPC-14E/KAB		810700045AA		Hose outlet, oval 5"	$5.70
TPC-14E/KAB		810700027		Lower drain plug	$1.54
TPC-14E/KAB		810900467		Power cord	$33.50
TPC-14E/KAB		8090950003B		Receiver board	$14.88
TPC-14E/KAB		810900604A		Remote controller	$9.81
TPC-14E/KAB		1175032007		Sensor resistance	$8.04
TPC-14E/KAB		1175032001B		Step motor	$21.60
TPC-14E/KAB		1075110004AA		Window slider kit, oval	$15.08
TPW06CR19		810701160		caster, set of four	$3.92
TPW06CR19		810701558		Exhaust Hose	$9.00
TPW06CR19		810701456		Filter	$12.96
TPW06CR19		810701457		Hose inlet, 6"	$4.86
TPW06CR19		810701090		Hose outlet, oval	$4.86
TPW06CR19		810700027		Lower drain plug	$1.54
TPW06CR19		810900614A		Remote controller UYKQ-90	$9.81
TPW06CR19		810900443B		Power cord	$34.36
TPW06CR19		810701299A		Upper drain cap	$1.30
TPW06CR19		810700746A		Window slider, oval	$17.40
TPW06CR19		GSK5-6K		Window Foam Insulation Strips	$4.00
TPW08CR19	3	1175032001B		Step motor	$21.60
TPW08CR19	11	8090950003B		Receiver board	$14.88
TPW08CR19	20	810701160		caster, set of four	$3.92
TPW08CR19	22	810700027		Lower drain plug	$1.54
TPW08CR19	30	810700228		Centrifugal fan	$10.00
TPW08CR19	51	1175032007		Sensor resistance	$8.04
TPW08CR19	57	810700503B		Filter	$13.44
TPW08CR19	60	810701052B		Upper drain cap	$0.85
TPW08CR19	62	1075032001A		Exhaust Hose	$9.00
TPW08CR19	64	810701090		Hose outlet, oval	$4.86
TPW08CR19	66	1075110004AA		Window slider kit, oval	$15.08
TPW08CR19	67	810900614A		Remote controller UYKQ-90	$9.81
TPW08CR19	68	810900467		Power cord	$33.50
TPW08CR19		GSK8-15K		Window Foam Insulation Strips	$4.00
W10P92	50	810700491		Filter of evaporator	$5.36
W10P92	51	810700490C		Grill of evaporator	$13.52
W10P92	53	214106113B		Drain Cap	$0.35
W10P92	54	210703297		Seal	$2.00
W10P92	55	210703134		Fixer of drainage cover	$2.75
W10P92	56	1075032001A		Exhaust Hose	$9.00
W10P92	57	810701089		Hose inlet	$3.60
W10P92	58	1075110004AA		Window slider kit, oval	$15.08
W10P92	59	810701090		Hose outlet	$4.86
W10P92	61	810900614A		Remote controller UYKQ-90	$9.81
W10P92	62	810900443B		Power cord	$34.36
W10P92	*	810700928		Drain Tube	$6.30
W10P92	*	8070090001A		No-hole window slider	$10.00
W10P92	*	810900458		WiFi module	$14.08
W10P92		810701160		caster, set of four	$3.92
W10P92		810900302B		Display board	$46.44
W10P92		1170100044		Fan motor capacitor4μF	$5.68
W10P92		810700027		Stopper	$1.54
W10P92		1175032007		Sensor resistance	$8.04
W10P92		1175032001B		Step motor	$21.60
W10P92		GSK5-6K		Window Foam Insulation Strips	$4.00
W12P91	6	1175032001B		Step motor	$21.60
W12P91	8	810900302B		Display board	$46.44
W12P91	16	1170100044		Fan motor capacitor4μF	$5.68
W12P91	18	810900614A		Remote controller UYKQ-90	$9.81
W12P91	23	810700228		Centrifugal fan	$10.00
W12P91	31	1175032007		Sensor resistance	$8.04
W12P91	35	810700502H		Evaporator grill 	$16.88
W12P91	36	810701052B		Cover of drainage hose subassembly	$0.85
W12P91	38	810900137C		Fan motor of condensor	$67.98
W12P91	45	810700027		Stopper	$1.54
W12P91	47	810701160		caster, set of four	$3.92
W12P91	52	810900467		Power cord	$33.50
W12P91	53	810700928		Drain Tube	$6.30
W12P91	54	810701090		Hose outlet	$4.86
W12P91	55	1075032001A		Exhaust Hose	$9.00
W12P91	57	1075110004AA		Window slider kit, oval	$15.08
W12P91	*	8070090001A		No-hole window slider	$10.00
W12P91	*	810900458		WiFi module	$14.08
W12P91		810700503B		Evaporator filter	$13.44
W12P91		GSK5-6K		Window Foam Insulation Strips	$4.00
W12P91-B	6	1175032001B		Step motor	$21.60
W12P91-B	8	810900302B		Display board	$46.44
W12P91-B	16	1170100044		Fan motor capacitor4μF	$5.68
W12P91-B	18	810900604A		Remote controller	$9.81
W12P91-B	23	810700228		Centrifugal fan	$10.00
W12P91-B	31	1175032007		Sensor resistance	$8.04
W12P91-B	35	810700503D		Evaporator filter	$10.00
W12P91-B	35	810700502G		Evaporator grill 	$15.28
W12P91-B	36	810701052L		Drain Hose Cap assembly	$1.36
W12P91-B	38	810900137C		Fan motor of condensor	$67.98
W12P91-B	45	810700027		Stopper	$1.54
W12P91-B	47	810701160		caster, set of four	$3.92
W12P91-B	52	810900467A		Power cord	$33.50
W12P91-B	53	810700928		Drain Tube	$6.30
W12P91-B	54	810701090A		Hose outlet	$4.74
W12P91-B	55	1075032001B		Exhaust Hose	$9.00
